STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
FLORI,1976,43,182,81,152,17,30,921,193,340,308,91,53,,,
FORES,1976,19,122,62,111,21,2,525,154,310,42,72,38,,,
GRARI,1976,13,110,32,124,27,7,248,36,139,21,64,26,,,
HUERF,1976,3,69,51,-9999,-9999,13,433,411,191,49,55,48,,,
IBP,1976,17,78,55,85,9,1,656,48,131,41,53,25,,,
LIMST,1976,0,63,46,85,-9999,-9999,481,278,125,55,51,41,,,
MCGIB,1976,10,130,60,112,19,28,745,71,434,128,80,86,,,
MUHLE,1976,11,62,49,101,61,45,341,185,216,47,73,31,,,
NE,1976,9,72,60,105,55,35,383,195,105,74,60,22,,,
NW,1976,17,90,38,100,51,61,232,86,120,40,65,11,,,
PA11A,1976,0,68,49,91,28,1,528,132,182,89,60,45,,,
PARKE,1976,4,96,73,84,9,15,591,70,345,67,73,40,,,
PAST3,1976,3,80,36,99,48,29,232,58,84,14,49,7,,,
ROAD,1976,2,75,51,133,37,15,402,126,278,47,60,52,,,
ROBIN,1976,21,115,65,122,26,36,995,91,315,124,79,102,,,
RODEN,1976,8,73,60,125,60,15,386,134,295,43,79,49,,,
RUELA,1976,12,62,47,68,17,8,655,228,170,54,49,30,,,
SCS5N,1976,13,67,33,108,49,73,-9999,-9999,-9999,-9999,-9999,-9999,,,
SW,1976,21,83,46,114,48,58,350,114,193,42,71,33,,,
WHITE,1976,0,120,43,113,31,16,688,172,300,76,81,48,,,
130,1977,308,14,98,40,5,40,235,305,85,300,22,128,,,
164,1977,264,13,92,20,6,84,189,277,136,213,20,155,,,
205,1977,320,25,90,27,23,70,250,260,242,295,25,112,,,
41,1977,302,16,80,32,0,9,276,227,198,280,10,120,,,
45,1977,300,20,75,54,1,30,285,275,265,295,25,105,,,
AMADO,1977,294,8,52,39,0,10,156,161,273,235,5,91,,,
BOX,1977,290,39,96,41,14,88,193,174,275,290,35,120,,,
DESGR,1977,264,12,89,25,15,50,236,201,146,310,25,115,,,
DESRI,1977,-9999,45,100,25,5,133,142,385,185,220,15,172,,,
DESST,1977,318,12,66,65,0,6,162,220,212,220,20,145,,,
ERIOP,1977,301,21,96,54,7,95,205,293,275,265,22,115,,,
FAGAN,1977,255,25,80,35,5,34,162,256,209,224,20,135,,,
FLORI,1977,318,0,108,50,10,108,310,302,234,410,35,155,,,
FORES,1977,263,22,101,49,5,75,260,195,170,350,27,125,,,
GRARI,1977,318,7,50,75,0,10,158,147,164,245,15,125,,,
HUERF,1977,296,21,83,0,0,-9999,172,272,263,306,27,113,,,
IBP,1977,254,9,103,30,15,74,202,255,169,290,35,120,,,
LIMST,1977,274,29,90,40,5,70,216,171,275,343,33,162,,,
MCGIB,1977,234,24,106,-9999,10,151,416,385,278,374,49,159,,,
MUHLE,1977,315,25,80,45,5,33,141,291,275,255,20,125,,,
NE,1977,299,13,15,42,1,129,201,464,220,155,32,170,,,
NW,1977,389,3,70,0,5,2,188,150,144,230,25,141,,,
PA11A,1977,262,13,67,18,20,14,196,235,127,305,6,111,,,
PARKE,1977,225,5,105,0,0,-9999,-9999,-9999,-9999,-9999,45,130,,,
PAST3,1977,276,5,58,55,5,10,125,-9999,180,225,15,120,,,
ROAD,1977,295,15,72,38,5,5,242,275,163,290,20,105,,,
ROBIN,1977,243,38,95,60,18,170,374,256,387,353,40,146,,,
RODEN,1977,322,18,72,50,3,7,218,234,256,285,15,120,,,
RUELA,1977,265,15,69,29,20,117,205,383,226,230,35,100,,,
SW,1977,321,11,77,42,0,18,234,288,200,255,10,110,,,
WHITE,1977,286,22,67,50,2,14,324,235,190,355,10,140,,,
130,1978,285,220,150,15,60,5,310,120,75,410,170,371,,,
164,1978,175,140,120,15,35,15,330,45,70,255,140,347,,,
205,1978,253,195,115,20,80,10,415,120,85,425,235,347,,,
41,1978,225,220,270,10,15,10,320,420,80,340,240,180,,,
45,1978,255,215,120,55,60,15,235,180,165,340,240,364,,,
AMADO,1978,174,135,110,5,20,5,385,25,100,415,235,302,,,
BOX,1978,290,205,135,30,50,5,310,260,120,355,225,399,,,
DESGR,1978,210,195,145,5,55,15,475,175,100,365,150,389,,,
DESRI,1978,198,160,110,5,40,25,320,125,125,250,240,354,,,
DESST,1978,210,215,105,15,50,15,490,90,110,285,240,347,,,
ERIOP,1978,248,210,220,15,40,10,445,120,95,410,240,385,,,
FAGAN,1978,185,180,100,20,75,15,215,95,70,280,205,160,,,
FLORI,1978,300,319,289,15,18,41,509,318,276,336,436,570,,,
FORES,1978,218,245,175,5,40,5,370,400,225,370,280,507,,,
GRARI,1978,235,175,115,10,45,10,220,75,75,460,225,337,,,
HUERF,1978,215,130,120,5,30,10,450,110,110,280,240,403,,,
IBP,1978,240,195,180,35,15,20,321,105,100,360,140,298,,,
LIMST,1978,214,180,120,25,50,10,315,90,45,335,240,465,,,
MCGIB,1978,293,226,194,11,49,21,356,305,97,282,383,569,,,
MUHLE,1978,260,210,125,25,45,75,215,110,140,310,230,368,,,
NE,1978,213,185,130,65,55,10,335,85,95,205,225,423,,,
NW,1978,200,175,100,65,0,20,405,50,105,270,230,323,,,
PA11A,1978,178,180,160,25,5,15,410,165,75,300,225,330,,,
PARKE,1978,260,200,145,5,60,20,305,250,125,410,240,475,,,
PAST3,1978,195,185,120,5,15,50,395,115,135,320,240,250,,,
ROAD,1978,245,205,155,20,60,10,395,215,90,350,195,375,,,
ROBIN,1978,314,249,180,19,44,0,328,372,227,259,272,507,,,
RODEN,1978,265,200,160,5,80,20,300,265,145,310,135,364,,,
RUELA,1978,215,190,160,25,10,5,400,50,90,310,230,385,,,
SW,1978,270,200,130,20,70,25,220,80,75,350,230,354,,,
WHITE,1978,225,155,215,0,40,10,320,205,380,355,260,434,,,
130,1979,250,50,0,0,110,100,165,538,22,21,21,28,,,
164,1979,270,45,39,6,50,66,110,325,0,0,0,16,,,
205,1979,260,50,62,0,93,94,110,401,16,17,17,33,,,
41,1979,180,35,123,0,115,122,76,534,72,28,28,44,,,
45,1979,240,45,135,0,100,55,115,445,17,22,22,28,,,
AMADO,1979,240,35,113,0,66,60,62,230,0,0,0,50,,,
BOX,1979,305,40,30,0,122,98,160,407,28,22,22,0,,,
DESGR,1979,270,40,139,6,82,66,132,588,33,17,17,22,,,
DESRI,1979,260,40,97,0,55,44,60,210,0,0,0,11,,,
DESST,1979,260,15,37,5,0,72,153,457,10,0,0,22,,,
ERIOP,1979,260,55,0,0,93,82,120,337,16,17,17,22,,,
FAGAN,1979,230,20,0,0,0,0,0,160,5,10,10,28,,,
FLORI,1979,453,81,251,0,65,89,231,487,151,-9999,-9999,-9999,,,
FORES,1979,360,50,126,0,33,0,138,320,0,39,39,28,,,
GRARI,1979,195,30,39,0,120,105,148,369,5,0,0,44,,,
HUERF,1979,290,60,80,0,105,60,28,208,0,22,22,0,,,
IBP,1979,150,55,0,0,77,60,148,512,22,22,22,16,,,
LIMST,1979,290,50,64,1,76,67,0,230,10,17,17,11,,,
MCGIB,1979,420,82,-9999,-9999,118,131,204,479,140,-9999,-9999,-9999,,,
MUHLE,1979,290,10,105,5,94,82,105,397,0,10,10,0,,,
NE,1979,260,50,4,17,88,77,60,259,10,5,5,28,,,
NW,1979,220,225,0,0,38,28,100,418,0,0,0,6,,,
PA11A,1979,290,35,86,0,88,55,93,534,50,39,39,38,,,
PARKE,1979,165,50,94,0,94,82,153,462,82,33,33,22,,,
PAST3,1979,285,25,46,55,21,89,126,397,0,5,5,38,,,
ROAD,1979,230,10,143,0,94,66,39,506,0,6,6,22,,,
ROBIN,1979,-9999,74,-9999,-9999,156,119,353,-9999,61,-9999,-9999,-9999,,,
RODEN,1979,350,65,111,0,82,55,62,456,28,22,22,33,,,
RUELA,1979,180,35,20,5,82,34,158,270,17,22,22,16,,,
SW,1979,260,115,0,0,0,72,98,407,22,10,10,38,,,
WHITE,1979,360,30,98,0,110,77,72,588,44,21,21,38,,,
130,1980,61,247,149,22,0,1,284,230,199,-9999,6,27,,,
164,1980,49,242,143,11,0,5,93,190,108,28,-9999,9,,,
205,1980,66,242,149,8,0,3,201,259,179,3,6,30,,,
41,1980,55,258,116,17,0,1,209,245,133,28,-9999,30,,,
45,1980,71,231,138,22,0,0,209,272,157,18,-9999,33,,,
AMADO,1980,38,275,110,44,0,0,326,142,93,16,-9999,15,,,
BOX,1980,72,247,154,17,0,3,281,312,225,9,0,29,,,
DESGR,1980,66,396,1,14,0,0,377,248,202,4,0,25,,,
DESRI,1980,66,237,132,0,0,0,161,217,169,21,-9999,31,,,
DESST,1980,50,275,165,17,0,0,204,106,101,14,15,21,,,
ERIOP,1980,66,253,154,6,0,4,235,249,216,8,2,34,,,
FAGAN,1980,39,275,138,0,0,94,118,320,186,9,6,14,,,
FLORI,1980,174,394,201,11,5,30,593,325,439,5,0,28,,,
FORES,1980,88,314,143,22,0,1,509,270,271,11,-9999,29,,,
GRARI,1980,49,286,132,6,0,0,260,173,64,19,12,9,,,
HUERF,1980,49,198,-9999,-9999,0,1,257,186,251,5,11,86,,,
IBP,1980,77,237,189,15,0,5,383,367,302,7,-9999,19,,,
LIMST,1980,55,264,138,11,0,2,180,198,296,18,26,86,,,
MCGIB,1980,132,371,86,13,2,26,515,420,278,9,-9999,36,,,
MUHLE,1980,99,253,143,11,0,11,156,214,110,4,21,34,,,
NE,1980,66,302,154,0,0,104,131,318,263,17,0,44,,,
NW,1980,39,258,154,1,0,3,150,246,114,19,10,12,,,
PA11A,1980,71,237,132,11,0,1,264,162,110,10,-9999,19,,,
PARKE,1980,99,313,138,11,0,2,314,374,279,-9999,-9999,30,,,
PAST3,1980,50,258,143,11,0,0,272,84,62,6,20,8,,,
ROAD,1980,66,301,138,17,0,5,285,194,111,2,20,20,,,
ROBIN,1980,95,322,90,84,0,20,404,368,368,0,0,22,,,
RODEN,1980,66,236,143,17,0,4,258,168,171,7,0,27,,,
RUELA,1980,71,231,121,11,0,20,244,246,206,-9999,-9999,10,,,
SW,1980,66,242,116,11,0,0,259,150,82,18,3,22,,,
WHITE,1980,66,258,138,-9999,0,5,65,194,111,-9999,6,24,,,
130,1981,233,185,165,13,52,162,802,103,177,148,90,0,,,
164,1981,93,80,254,6,42,28,382,117,282,13,72,0,,,
205,1981,253,181,216,3,45,111,732,35,152,102,73,-9999,,,
41,1981,212,220,131,39,4,44,554,158,315,2,102,2,,,
45,1981,218,177,136,2,83,122,536,47,172,83,76,0,,,
AMADO,1981,100,248,105,50,2,11,395,42,191,3,103,2,,,
BOX,1981,250,168,151,53,15,144,727,53,153,180,92,0,,,
DESGR,1981,85,174,142,18,40,61,639,66,128,119,83,-9999,,,
DESRI,1981,105,68,240,9,42,35,583,137,328,61,60,3,,,
DESST,1981,-9999,330,145,17,-9999,44,314,128,143,129,85,3,,,
ERIOP,1981,241,91,228,9,44,79,629,95,146,1,212,-9999,,,
FAGAN,1981,103,65,198,23,16,61,433,85,195,29,48,0,,,
FLORI,1981,149,74,283,100,47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
FORES,1981,106,190,174,25,71,124,467,242,195,140,102,2,,,
GRARI,1981,245,94,275,52,0,25,524,39,266,0,96,4,,,
HUERF,1981,260,108,266,9,53,81,344,103,253,87,68,2,,,
IBP,1981,116,158,161,20,36,117,660,41,240,103,73,0,,,
LIMST,1981,83,80,229,14,34,64,532,73,157,62,64,-9999,,,
MCGIB,1981,163,88,329,61,69,42,621,152,215,79,210,0,,,
MUHLE,1981,78,249,233,9,30,63,278,201,96,158,82,1,,,
NE,1981,234,80,274,12,56,51,528,212,297,56,71,0,,,
NW,1981,212,100,311,-9999,-9999,28,274,136,141,117,71,1,,,
PA11A,1981,87,166,115,33,1,69,433,77,282,0,88,56,,,
PARKE,1981,99,177,-9999,26,62,160,505,227,241,11,86,2,,,
PAST3,1981,78,81,251,22,37,0,446,19,223,4,80,2,,,
ROAD,1981,262,131,-9999,30,23,59,468,134,300,0,84,0,,,
ROBIN,1981,124,97,262,33,25,50,694,-9999,478,25,92,0,,,
RODEN,1981,212,176,121,12,90,73,518,116,243,19,91,0,,,
RUELA,1981,104,77,173,45,36,69,472,49,301,40,68,1,,,
SW,1981,221,194,110,57,19,25,509,50,303,6,87,0,,,
WHITE,1981,212,211,161,44,6,99,626,191,311,0,107,0,,,
130,1982,130,63,123,0,59,0,471,408,266,0,78,277,,,
164,1982,91,41,76,2,6,6,457,260,178,1,127,86,,,
205,1982,114,69,94,3,13,19,299,310,222,0,143,152,,,
41,1982,113,48,104,2,28,0,318,337,235,1,95,239,,,
45,1982,121,63,109,7,36,0,356,332,226,0,80,226,,,
AMADO,1982,94,8,47,10,27,14,140,245,186,1,123,109,,,
BOX,1982,136,67,124,2,45,9,358,337,295,0,75,280,,,
DESGR,1982,139,65,118,3,13,2,373,549,268,1,69,301,,,
DESRI,1982,96,28,99,3,11,30,482,296,245,0,141,91,,,
DESST,1982,101,29,75,3,63,4,306,218,270,0,130,92,,,
ERIOP,1982,115,70,102,5,11,18,331,323,268,0,148,147,,,
FAGAN,1982,108,104,72,2,23,8,317,394,274,0,170,88,,,
FLORI,1982,98,-9999,-9999,-9999,0,27,335,500,333,0,274,535,,,
FORES,1982,143,65,142,2,14,14,358,469,245,2,80,364,,,
GRARI,1982,80,10,56,5,84,4,156,170,213,3,130,149,,,
HUERF,1982,106,59,108,4,45,130,529,448,249,0,169,141,,,
IBP,1982,122,48,142,3,46,0,255,286,286,0,68,277,,,
LIMST,1982,102,45,92,3,35,150,453,310,234,0,172,104,,,
MCGIB,1982,216,123,154,13,66,22,388,397,245,0,123,413,,,
MUHLE,1982,64,20,94,2,13,7,332,258,229,0,147,128,,,
NE,1982,125,96,109,2,40,93,452,310,215,1,185,108,,,
NW,1982,102,66,83,4,53,32,362,241,190,0,125,98,,,
PA11A,1982,115,57,94,4,26,0,272,346,235,0,66,260,,,
PARKE,1982,161,73,141,5,57,14,315,365,282,0,74,347,,,
PAST3,1982,116,11,53,4,20,13,167,204,283,1,111,144,,,
ROAD,1982,124,69,103,6,38,2,149,389,234,1,84,265,,,
ROBIN,1982,176,78,127,0,58,27,276,339,267,0,196,263,,,
RODEN,1982,124,64,89,2,81,8,300,415,223,0,80,235,,,
RUELA,1982,139,69,83,3,24,29,362,285,195,0,152,137,,,
SW,1982,108,23,74,2,54,4,246,299,220,3,74,149,,,
WHITE,1982,160,35,114,4,24,0,377,380,338,0,88,243,,,
164,1983,233,64,148,24,34,0,319,477,352,436,165,40,,,
41,1983,244,126,191,22,64,0,255,476,496,443,113,61,,,
45,1983,289,131,193,58,20,0,214,392,527,394,160,54,,,
AMADO,1983,205,87,124,3,11,0,147,271,643,447,98,53,,,
BOX,1983,283,144,223,93,21,0,249,369,578,469,151,59,,,
DESGR,1983,239,68,274,63,13,0,267,508,548,365,151,47,,,
DESRI,1983,216,68,145,33,36,0,317,433,388,585,149,41,,,
DESST,1983,128,217,163,13,52,0,217,409,395,427,162,51,,,
ERIOP,1983,299,130,203,51,34,0,285,269,518,458,172,58,,,
FLORI,1983,339,291,421,115,35,0,325,747,831,507,261,84,,,
FORES,1983,247,169,271,82,14,5,246,537,780,454,184,61,,,
GRARI,1983,235,124,129,12,4,0,188,443,689,350,142,70,,,
HUERF,1983,254,116,223,47,30,0,416,587,742,285,160,67,,,
IBP,1983,262,132,195,81,21,6,217,366,677,270,213,32,,,
LIMST,1983,211,90,188,40,12,1,327,440,383,565,146,42,,,
MCGIB,1983,275,202,347,102,29,0,324,460,919,501,230,76,,,
MUHLE,1983,295,125,190,30,28,0,337,364,454,604,171,62,,,
NE,1983,234,95,221,34,31,0,320,654,462,539,194,41,,,
NW,1983,236,63,143,6,42,0,167,382,441,585,169,41,,,
PARKE,1983,311,180,291,90,45,1,218,386,870,366,191,62,,,
PAST3,1983,203,79,124,7,53,0,164,369,421,416,140,63,,,
ROAD,1983,249,124,191,50,24,0,276,595,471,372,138,48,,,
ROBIN,1983,271,206,-9999,123,25,0,220,424,662,515,200,22,,,
RODEN,1983,322,123,196,47,19,0,284,493,423,469,139,54,,,
RUELA,1983,252,140,188,74,15,0,298,389,563,263,138,67,,,
SW,1983,248,100,141,9,39,0,246,535,440,614,121,60,,,
WHITE,1983,212,126,259,34,62,0,263,593,629,549,154,49,,,
164,1984,135,0,0,51,2,32,377,365,250,70,45,284,,,
41,1984,175,0,0,64,113,139,872,822,432,121,67,433,,,
45,1984,140,0,0,83,34,145,659,675,332,135,61,399,,,
AMADO,1984,169,0,0,57,48,50,504,603,410,90,47,388,,,
BOX,1984,157,0,0,102,23,155,858,732,362,148,62,417,,,
DESGR,1984,129,0,0,100,33,206,751,447,429,127,51,420,,,
DESRI,1984,112,0,0,68,3,38,464,322,235,83,31,286,,,
DESST,1984,152,0,0,67,33,65,414,329,309,114,53,330,,,
ERIOP,1984,142,0,0,97,16,105,540,672,293,133,53,356,,,
FLORI,1984,251,0,0,172,36,196,745,680,395,163,83,729,,,
FORES,1984,152,0,0,108,82,159,736,539,394,110,50,498,,,
GRARI,1984,175,0,0,64,37,59,453,348,502,102,83,412,,,
HUERF,1984,136,0,0,96,10,174,425,480,298,144,65,324,,,
IBP,1984,136,0,0,91,13,106,682,520,380,116,57,392,,,
LIMST,1984,116,0,0,87,10,215,332,413,287,95,59,266,,,
MCGIB,1984,270,0,0,144,39,279,622,551,408,157,70,606,,,
MUHLE,1984,147,0,0,84,9,82,523,564,321,130,49,361,,,
NE,1984,166,0,0,76,4,228,513,406,295,90,46,306,,,
NW,1984,108,0,0,35,4,39,277,366,268,87,43,303,,,
PARKE,1984,195,0,0,114,39,182,589,478,435,140,53,463,,,
PAST3,1984,144,0,0,46,16,59,396,286,342,94,51,310,,,
ROAD,1984,131,0,0,79,97,114,671,564,369,131,60,430,,,
ROBIN,1984,255,0,0,139,0,175,514,544,331,144,93,447,,,
RODEN,1984,148,0,0,74,63,117,576,487,343,127,62,432,,,
RUELA,1984,142,0,0,102,2,168,405,457,292,135,69,331,,,
SW,1984,175,0,0,48,69,76,611,500,351,131,45,403,,,
WHITE,1984,138,0,0,96,100,190,808,610,426,128,65,496,,,
164,1985,164,136,9,43,1,36,210,182,228,157,124,21,,,
41,1985,224,168,32,56,0,2,325,234,235,195,131,28,,,
45,1985,237,138,45,49,4,24,338,257,168,244,127,27,,,
AMADO,1985,168,170,0,46,0,0,219,259,151,133,94,19,,,
BOX,1985,270,135,33,71,10,41,377,250,201,301,120,15,,,
DESGR,1985,261,260,35,59,3,20,488,376,184,281,110,22,,,
DESRI,1985,192,132,17,46,0,30,289,316,142,204,109,17,,,
DESST,1985,211,161,12,51,0,18,180,163,270,148,136,25,,,
ERIOP,1985,232,139,47,50,4,13,314,317,158,268,135,28,,,
FLORI,1985,384,175,41,150,1,8,811,261,308,457,196,50,,,
FORES,1985,301,139,29,95,7,10,628,234,197,395,130,28,,,
GRARI,1985,182,160,12,36,0,3,212,309,219,180,106,26,,,
HUERF,1985,254,134,50,53,0,32,404,336,201,258,132,23,,,
IBP,1985,263,109,36,80,6,27,393,102,182,299,93,25,,,
LIMST,1985,207,135,47,41,0,32,364,243,147,221,120,22,,,
MCGIB,1985,292,126,55,139,0,20,488,230,253,381,123,43,,,
MUHLE,1985,238,150,29,51,0,18,256,213,177,215,144,27,,,
NE,1985,226,200,18,57,2,112,325,183,217,227,114,30,,,
NW,1985,189,149,5,30,0,24,155,116,239,139,147,21,,,
PARKE,1985,307,130,38,98,6,29,480,178,242,379,108,23,,,
PAST3,1985,173,138,3,43,0,2,146,140,223,162,116,23,,,
ROAD,1985,238,151,35,61,0,4,360,301,235,223,134,26,,,
ROBIN,1985,277,149,8,161,0,42,380,263,225,-9999,-9999,30,,,
RODEN,1985,236,155,37,52,8,19,332,173,187,246,127,33,,,
RUELA,1985,224,107,29,82,12,4,358,158,158,251,98,23,,,
SW,1985,206,169,18,45,0,13,258,195,182,176,118,26,,,
WHITE,1985,243,144,40,67,0,0,432,342,240,241,140,25,,,
164,1986,0,188,65,46,39,46,144,217,145,39,22,164,,,
41,1986,0,212,97,0,42,179,227,303,98,40,33,239,,,
45,1986,0,188,77,0,55,97,180,403,68,52,30,182,,,
AMADO,1986,5,188,60,-9999,23,99,224,438,88,26,57,185,,,
BOX,1986,11,207,68,1,58,89,205,554,32,67,25,172,,,
DESGR,1986,0,192,81,0,37,101,242,454,44,74,20,183,,,
DESRI,1986,2,263,76,64,33,65,77,337,138,69,7,179,,,
DESST,1986,0,202,92,16,51,61,130,248,110,45,38,185,,,
ERIOP,1986,0,219,77,75,55,85,171,540,64,81,21,195,,,
FLORI,1986,77,238,161,0,151,85,365,522,98,78,67,221,,,
FORES,1986,2,220,89,0,42,72,232,440,58,51,9,179,,,
GRARI,1986,0,188,90,2,13,13,151,327,53,19,39,131,,,
HUERF,1986,2,271,100,31,49,62,163,596,59,133,26,238,,,
IBP,1986,0,187,66,0,60,48,228,488,61,57,23,161,,,
LIMST,1986,0,257,76,10,29,63,175,455,102,96,23,237,,,
MCGIB,1986,62,183,125,3,81,64,313,535,78,153,47,233,,,
MUHLE,1986,0,213,91,7,40,80,142,423,124,56,50,206,,,
NE,1986,5,261,99,20,49,60,97,384,130,66,8,211,,,
NW,1986,0,167,65,8,56,25,135,173,106,38,44,135,,,
PARKE,1986,0,208,119,0,64,35,263,519,67,127,19,191,,,
PAST3,1986,0,138,59,3,21,29,114,257,64,25,57,157,,,
ROAD,1986,0,213,94,4,25,152,266,305,80,73,43,211,,,
ROBIN,1986,74,234,72,58,64,53,325,618,50,57,45,210,,,
RODEN,1986,0,227,88,0,22,133,187,317,85,46,29,200,,,
RUELA,1986,0,219,50,29,42,46,248,706,62,15,34,167,,,
SW,1986,2,182,73,8,15,52,130,179,130,15,34,192,,,
WHITE,1986,0,210,95,0,54,113,230,446,45,70,45,204,,,
164,1987,49,150,13,96,109,0,19,270,81,30,49,210,,,
41,1987,54,199,18,132,76,6,100,283,150,80,94,264,,,
45,1987,67,213,23,119,103,6,109,465,152,57,62,248,,,
AMADO,1987,34,159,36,135,94,2,95,278,116,69,60,234,,,
BOX,1987,71,199,45,120,155,25,243,545,201,92,65,279,,,
DESGR,1987,70,233,37,120,166,0,162,316,165,65,70,305,,,
DESRI,1987,90,157,30,98,81,0,36,286,87,48,50,214,,,
DESST,1987,45,176,14,144,114,0,47,274,114,67,63,238,,,
ERIOP,1987,76,221,47,141,122,25,97,603,187,90,86,245,,,
FLORI,1987,156,268,47,179,140,4,429,539,207,79,83,338,,,
FORES,1987,65,234,23,131,124,0,144,454,172,80,69,299,,,
GRARI,1987,32,160,17,113,81,0,47,230,140,45,75,208,,,
HUERF,1987,76,197,36,163,118,37,102,521,164,56,50,267,,,
IBP,1987,56,167,41,107,186,0,216,509,158,60,81,260,,,
LIMST,1987,58,189,40,129,87,24,94,345,95,23,50,277,,,
MCGIB,1987,120,222,41,135,209,0,312,652,177,51,105,468,,,
MUHLE,1987,63,170,41,118,106,0,101,520,142,97,62,239,,,
NE,1987,83,152,35,109,74,19,37,343,88,30,44,234,,,
NW,1987,39,161,17,142,97,0,40,265,96,60,72,204,,,
PARKE,1987,67,204,28,113,190,4,272,607,146,47,96,309,,,
PAST3,1987,29,161,21,125,93,0,56,191,105,70,84,218,,,
ROAD,1987,62,174,30,109,130,0,109,358,127,77,100,311,,,
ROBIN,1987,75,209,10,-9999,163,0,202,745,170,58,100,306,,,
RODEN,1987,58,166,35,107,112,3,102,394,121,60,58,254,,,
RUELA,1987,47,172,50,138,127,43,134,557,141,80,91,221,,,
SW,1987,36,160,17,142,79,0,92,281,130,50,36,217,,,
WHITE,1987,55,240,19,104,122,5,93,392,95,60,55,282,,,
164,1988,71,50,9,109,0,11,361,161,39,191,36,34,,,
41,1988,127,47,28,177,0,54,541,394,2,392,24,47,,,
45,1988,101,50,28,150,0,62,722,350,0,388,44,42,,,
AMADO,1988,74,57,21,146,0,48,533,375,17,256,14,22,,,
BOX,1988,123,36,18,153,0,76,834,299,0,380,47,52,,,
DESGR,1988,116,50,36,157,0,39,753,471,11,402,36,56,,,
DESRI,1988,73,53,12,102,0,18,389,169,30,253,51,31,,,
DESST,1988,75,63,12,147,0,51,386,281,24,212,33,31,,,
ERIOP,1988,88,47,20,130,0,6,831,278,0,332,78,43,,,
FLORI,1988,219,118,49,287,0,35,754,802,30,545,79,74,,,
FORES,1988,152,75,54,194,0,35,671,550,7,452,46,52,,,
GRARI,1988,46,54,17,124,0,43,395,299,6,202,15,20,,,
HUERF,1988,85,38,22,117,0,30,730,356,2,334,83,49,,,
IBP,1988,123,53,19,124,0,85,689,283,4,405,57,52,,,
LIMST,1988,75,35,21,96,0,36,537,224,30,260,75,43,,,
MCGIB,1988,180,104,25,208,0,81,916,526,181,410,92,51,,,
MUHLE,1988,109,57,23,166,0,52,601,303,5,309,41,31,,,
NE,1988,87,45,20,102,0,8,485,209,102,270,50,43,,,
NW,1988,87,53,13,124,0,50,295,183,44,238,22,37,,,
PARKE,1988,127,82,25,131,0,33,780,436,65,395,60,39,,,
PAST3,1988,61,48,16,152,0,52,311,272,17,246,17,30,,,
ROAD,1988,105,67,25,167,0,32,635,531,4,368,43,52,,,
ROBIN,1988,145,45,90,155,0,50,706,345,20,434,40,52,,,
RODEN,1988,105,54,20,157,0,52,517,581,0,354,20,53,,,
RUELA,1988,78,42,17,99,0,55,711,238,2,349,57,26,,,
SW,1988,53,62,9,149,0,9,574,493,0,385,10,39,,,
WHITE,1988,120,41,20,181,0,38,607,411,6,476,17,36,,,
164,1989,52,46,78,0,0,0,154,50,29,202,13,58,,,
41,1989,113,39,111,0,3,19,231,252,142,318,19,94,,,
45,1989,118,50,113,0,12,17,251,117,26,270,17,71,,,
AMADO,1989,76,23,76,0,5,3,103,173,120,232,44,45,,,
BOX,1989,140,62,117,0,8,17,190,147,55,267,0,70,,,
DESGR,1989,149,47,116,0,12,11,341,142,57,345,5,81,,,
DESRI,1989,75,47,113,0,9,0,54,139,21,206,17,63,,,
DESST,1989,74,41,62,0,9,0,195,189,72,198,15,41,,,
ERIOP,1989,123,57,129,0,18,17,296,134,16,255,19,86,,,
FLORI,1989,221,56,175,0,25,32,143,415,66,316,18,79,,,
FORES,1989,184,57,138,0,0,26,166,177,50,348,5,89,,,
GRARI,1989,48,23,53,0,7,0,84,155,203,195,66,39,,,
HUERF,1989,135,61,136,0,13,87,181,356,18,239,14,81,,,
IBP,1989,150,62,97,0,3,19,174,116,92,287,19,75,,,
LIMST,1989,97,69,108,0,4,14,194,231,12,213,16,82,,,
MCGIB,1989,212,58,111,0,20,30,143,260,94,371,22,56,,,
MUHLE,1989,110,58,114,0,7,4,216,45,49,249,30,79,,,
NE,1989,73,58,92,0,0,0,242,137,6,199,15,75,,,
NW,1989,59,41,60,0,0,0,230,53,59,185,18,42,,,
PARKE,1989,112,52,97,0,17,23,125,138,128,339,3,79,,,
PAST3,1989,57,36,61,0,4,0,130,356,53,191,29,42,,,
ROAD,1989,119,45,111,0,22,6,248,163,103,320,17,92,,,
ROBIN,1989,180,70,95,0,7,40,199,181,120,305,20,55,,,
RODEN,1989,98,41,107,0,6,15,206,109,65,272,12,83,,,
RUELA,1989,132,34,96,0,12,21,194,108,29,261,26,66,,,
SW,1989,78,34,90,0,7,0,201,81,131,252,30,49,,,
WHITE,1989,125,72,122,0,13,2,359,366,30,351,4,74,,,
164,1990,82,118,15,0,0,2,850,323,90,0,23,207,,,
41,1990,111,104,46,25,17,119,1032,256,149,6,63,164,,,
45,1990,109,104,23,11,3,85,825,290,162,4,52,182,,,
AMADO,1990,100,53,41,13,5,17,933,323,132,0,0,126,,,
BOX,1990,99,122,51,19,7,32,1088,298,151,12,51,149,,,
