STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
BOX,1922,-9999,-9999,-9999,-9999,-9999,30,284,272,192,46,0,57,,,
DESST,1922,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,38,0,58,,,
ERIOP,1922,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,64,0,64,,,
FLORI,1922,-9999,-9999,-9999,-9999,-9999,41,388,324,79,43,0,123,,,
FORES,1922,-9999,-9999,-9999,-9999,-9999,40,479,406,81,55,0,178,,,
HUERF,1922,-9999,-9999,-9999,-9999,-9999,29,419,388,109,93,0,65,,,
MUHLE,1922,-9999,-9999,-9999,-9999,-9999,20,317,266,141,42,0,48,,,
NE,1922,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,47,0,48,,,
NW,1922,-9999,-9999,-9999,-9999,-9999,0,293,370,66,33,0,56,,,
PARKE,1922,-9999,-9999,-9999,-9999,-9999,0,386,417,105,0,104,80,,,
ROAD,1922,-9999,-9999,-9999,-9999,-9999,30,383,512,74,36,0,67,,,
ROBIN,1922,-9999,-9999,-9999,-9999,-9999,40,364,403,178,38,0,104,,,
RODEN,1922,-9999,-9999,-9999,-9999,-9999,30,284,537,60,32,0,65,,,
SW,1922,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,48,,,
WHITE,1922,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,52,124,10,,,
BOX,1923,0,30,35,9,0,0,583,315,70,0,335,187,,,
DESST,1923,0,26,61,0,0,0,274,426,130,0,281,133,,,
ERIOP,1923,0,51,49,22,0,0,479,337,67,0,300,178,,,
FLORI,1923,0,47,87,66,0,0,784,636,33,0,619,360,,,
FORES,1923,0,62,124,74,0,0,731,734,46,0,495,305,,,
HUERF,1923,0,53,53,7,0,0,453,463,26,0,351,192,,,
MUHLE,1923,0,31,37,0,0,0,393,447,208,0,290,151,,,
NE,1923,0,33,39,28,0,0,301,441,44,0,227,124,,,
NW,1923,0,24,39,0,0,0,215,398,36,0,187,108,,,
PARKE,1923,12,152,61,78,0,0,674,652,0,0,580,400,,,
ROAD,1923,-9999,50,52,41,0,0,568,588,66,0,385,173,,,
ROBIN,1923,0,55,60,0,0,0,507,538,47,0,402,180,,,
RODEN,1923,0,63,54,44,0,0,642,548,61,0,340,92,,,
SW,1923,0,30,48,27,0,0,626,434,89,0,197,118,,,
WHITE,1923,0,54,116,40,0,0,724,635,75,0,439,232,,,
BOX,1924,0,0,270,72,0,12,320,133,48,0,50,31,,,
DESST,1924,0,0,237,80,0,9,185,98,0,0,0,148,,,
ERIOP,1924,0,0,264,38,0,18,464,82,47,40,22,158,,,
FLORI,1924,30,1,372,135,0,20,277,227,9,3,33,147,,,
FORES,1924,12,0,316,97,0,20,149,201,0,0,27,147,,,
HUERF,1924,0,0,297,52,0,11,442,134,0,0,30,132,,,
MUHLE,1924,0,0,286,64,0,10,187,143,0,0,0,168,,,
NE,1924,0,0,259,35,0,25,209,254,0,0,28,137,,,
NW,1924,0,0,227,61,0,8,125,41,0,0,0,104,,,
PARKE,1924,30,0,318,45,0,14,395,273,35,0,55,142,,,
ROAD,1924,0,0,312,54,0,15,214,134,77,0,38,119,,,
ROBIN,1924,0,0,245,34,0,15,399,220,18,0,61,90,,,
RODEN,1924,0,0,285,43,0,14,227,122,31,0,0,153,,,
RUELA,1924,0,0,205,27,0,16,355,220,0,0,40,84,,,
SW,1924,15,0,285,38,0,18,335,109,0,0,24,110,,,
WHITE,1924,0,0,374,72,0,21,191,173,0,0,25,135,,,
BOX,1925,0,0,17,35,0,87,209,393,94,123,189,50,,,
DESST,1925,0,0,20,47,0,210,151,281,118,136,197,44,,,
ERIOP,1925,0,0,10,27,0,99,187,339,108,136,175,48,,,
FLORI,1925,16,0,68,58,26,201,504,72,83,174,185,80,,,
FORES,1925,0,0,48,49,0,234,172,177,85,143,172,84,,,
HUERF,1925,0,0,10,34,0,105,172,424,171,148,181,55,,,
MUHLE,1925,0,0,11,47,0,177,192,320,136,137,185,46,,,
NE,1925,0,0,6,55,0,187,50,232,192,54,213,50,,,
NW,1925,0,0,4,43,0,85,193,150,160,145,179,29,,,
PARKE,1925,15,0,0,40,0,136,379,323,109,179,190,105,,,
ROAD,1925,0,0,13,50,0,150,214,274,214,157,152,64,,,
ROBIN,1925,0,0,40,40,0,143,255,574,134,185,165,50,,,
RODEN,1925,0,0,10,31,0,127,267,323,118,145,155,54,,,
RUELA,1925,0,0,0,39,0,80,237,570,145,90,235,43,,,
SW,1925,0,0,8,28,0,106,357,465,127,131,192,38,,,
WHITE,1925,0,0,27,28,0,120,138,311,63,156,135,70,,,
BOX,1926,130,100,180,127,0,8,259,34,369,57,0,262,,,
DESST,1926,107,79,196,142,17,5,197,82,360,113,0,208,,,
ERIOP,1926,112,94,223,106,17,5,244,45,374,154,0,188,,,
FLORI,1926,209,119,236,169,57,33,396,217,595,86,0,452,,,
FORES,1926,164,97,203,143,41,22,347,225,499,149,0,338,,,
HUERF,1926,144,116,262,151,6,6,395,126,424,170,0,270,,,
MUHLE,1926,126,101,210,132,13,5,218,153,423,180,0,209,,,
NE,1926,153,70,188,126,20,3,239,109,240,38,0,241,,,
NW,1926,66,56,109,124,40,3,190,106,355,59,0,164,,,
PARKE,1926,184,100,203,168,15,70,379,137,330,60,0,406,,,
ROAD,1926,102,97,157,121,24,10,244,245,439,82,0,230,,,
ROBIN,1926,154,118,226,177,17,29,317,65,408,268,0,297,,,
RODEN,1926,96,88,144,98,20,3,217,161,412,100,0,214,,,
RUELA,1926,137,118,225,190,0,5,272,132,412,225,0,225,,,
SW,1926,116,129,162,136,4,8,169,138,516,87,0,200,,,
WHITE,1926,123,85,180,157,18,15,240,185,435,35,0,248,,,
BOX,1927,18,112,98,37,0,16,124,498,214,13,29,226,,,
DESST,1927,18,104,113,9,1,22,81,283,175,17,25,170,,,
ERIOP,1927,18,92,93,64,0,14,133,495,254,12,22,200,,,
FLORI,1927,23,169,185,73,22,89,300,384,241,18,35,290,,,
FORES,1927,22,155,148,56,30,52,238,327,209,18,31,232,,,
HUERF,1927,18,110,121,83,0,27,173,444,527,12,26,229,,,
MUHLE,1927,20,109,100,52,0,25,144,302,182,14,22,200,,,
NE,1927,18,114,108,47,10,0,260,446,210,12,33,241,,,
NW,1927,18,88,87,0,11,8,132,279,172,12,22,167,,,
PARKE,1927,0,123,139,89,15,30,270,380,213,18,21,272,,,
ROAD,1927,18,108,107,41,0,35,185,350,243,15,24,223,,,
ROBIN,1927,20,93,121,48,21,35,225,434,198,12,15,308,,,
RODEN,1927,20,113,90,27,0,35,150,270,184,13,29,232,,,
RUELA,1927,0,90,111,60,0,0,155,575,520,10,17,240,,,
SW,1927,22,143,97,32,40,0,301,240,267,18,24,205,,,
WHITE,1927,22,141,130,63,0,44,240,550,349,19,42,258,,,
BOX,1928,0,186,0,8,0,0,192,324,53,89,42,62,,,
DESST,1928,0,155,0,6,0,0,165,157,116,55,47,69,,,
ERIOP,1928,0,182,0,8,0,0,257,206,124,83,59,58,,,
FLORI,1928,11,326,0,20,47,2,424,258,44,151,82,62,,,
FORES,1928,5,277,0,0,5,0,308,197,51,112,59,67,,,
HUERF,1928,0,184,0,15,14,0,224,259,188,91,46,58,,,
MUHLE,1928,0,181,0,8,0,0,228,199,104,72,69,61,,,
NE,1928,0,91,0,0,0,0,157,182,154,64,103,13,,,
NW,1928,0,138,0,2,1,0,214,185,70,38,32,55,,,
PARKE,1928,0,260,0,0,0,0,482,64,0,43,82,74,,,
ROAD,1928,0,190,0,0,0,0,217,344,170,89,29,61,,,
ROBIN,1928,0,250,0,0,0,0,277,563,19,115,45,70,,,
RODEN,1928,0,184,0,0,0,0,186,243,122,80,29,56,,,
RUELA,1928,0,230,0,0,18,0,128,378,60,50,60,56,,,
SW,1928,0,189,0,-9999,-9999,0,186,323,94,80,20,59,,,
WHITE,1928,3,180,0,0,0,0,312,371,140,106,44,67,,,
BOX,1929,72,153,87,38,0,26,212,391,397,0,19,31,,,
DESST,1929,70,98,69,21,0,0,179,187,252,0,5,31,,,
ERIOP,1929,70,135,84,34,0,0,211,403,375,0,3,31,,,
FLORI,1929,131,199,121,47,28,105,993,363,385,36,18,52,,,
FORES,1929,91,157,103,48,10,94,693,316,304,16,11,47,,,
HUERF,1929,69,155,97,25,0,0,309,350,348,0,12,31,,,
MUHLE,1929,69,129,87,19,0,0,176,175,285,0,10,28,,,
NE,1929,67,120,75,24,0,0,130,230,290,0,9,28,,,
NW,1929,50,74,40,15,0,0,141,128,269,0,6,24,,,
PARKE,1929,99,100,90,69,4,33,690,550,355,0,20,34,,,
ROAD,1929,59,160,93,24,0,117,317,255,481,3,11,28,,,
ROBIN,1929,57,169,100,65,17,0,471,372,320,0,0,102,,,
RODEN,1929,53,137,86,16,0,43,170,210,436,0,2,29,,,
RUELA,1929,60,70,90,65,0,0,353,235,330,0,30,65,,,
SW,1929,56,125,84,30,0,65,125,175,303,0,2,40,,,
WHITE,1929,78,158,103,16,9,120,422,377,353,0,14,38,,,
BOX,1930,187,97,221,13,130,163,253,203,10,19,308,45,,,
DESST,1930,207,65,183,4,85,180,254,190,4,3,200,88,,,
ERIOP,1930,208,98,210,0,128,183,470,246,0,6,290,0,,,
FLORI,1930,374,105,397,16,179,322,439,401,36,30,398,67,,,
FORES,1930,249,87,244,12,129,243,353,324,31,20,285,122,,,
GRARI,1930,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,,,
HUERF,1930,206,118,212,11,103,207,318,328,57,12,245,75,,,
MUHLE,1930,200,86,205,6,95,170,219,236,0,0,225,77,,,
NE,1930,210,99,193,9,117,205,234,121,0,0,186,74,,,
NW,1930,171,51,143,5,59,163,205,85,0,0,128,74,,,
PARKE,1930,272,83,347,16,66,182,334,360,0,0,310,70,,,
ROAD,1930,205,86,298,16,129,291,242,242,32,15,215,49,,,
ROBIN,1930,235,105,298,33,114,200,349,310,0,13,313,45,,,
RODEN,1930,119,151,266,7,148,302,284,236,24,16,242,48,,,
RUELA,1930,190,158,215,0,160,220,155,290,0,10,235,0,,,
SW,1930,126,94,295,86,126,255,209,269,26,-9999,214,81,,,
WHITE,1930,213,95,280,10,115,160,327,452,14,10,265,52,,,
18,1931,-9999,-9999,-9999,-9999,-9999,-9999,110,1401,225,-9999,-9999,-9999,,,
BOX,1931,96,288,0,81,0,237,213,1194,244,4,267,90,,,
DESST,1931,110,255,7,26,5,73,278,710,132,0,260,65,,,
ERIOP,1931,100,254,5,68,0,160,228,1053,146,14,219,60,,,
FLORI,1931,149,544,0,119,11,318,302,1127,619,20,464,148,,,
FORES,1931,135,413,0,154,16,276,237,1162,477,8,390,129,,,
GRARI,1931,52,308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,172,31,,,
HUERF,1931,130,280,7,60,5,230,201,1105,220,65,236,81,,,
MUHLE,1931,112,234,5,40,0,85,197,832,156,0,244,61,,,
NE,1931,115,186,3,43,16,53,370,765,104,21,246,55,,,
NW,1931,100,205,0,26,27,65,180,403,53,21,198,38,,,
PARKE,1931,109,425,3,100,5,320,275,780,480,15,293,102,,,
ROAD,1931,86,263,7,91,7,180,346,1074,209,2,293,69,,,
ROBIN,1931,90,359,0,85,12,352,288,1184,350,48,195,121,,,
RODEN,1931,67,262,0,47,12,137,186,1248,149,10,268,71,,,
RUELA,1931,85,305,0,70,35,219,239,1473,470,87,235,80,,,
SW,1931,78,248,4,64,6,108,332,1052,136,0,294,73,,,
WHITE,1931,103,367,0,131,35,155,354,1136,410,5,291,108,,,
18,1932,-9999,-9999,-9999,-9999,-9999,-9999,347,287,-9999,-9999,-9999,-9999,,,
BOX,1932,100,249,41,23,0,56,542,458,30,152,0,175,,,
DESGR,1932,-9999,-9999,-9999,28,0,13,455,349,38,191,0,179,,,
DESST,1932,106,160,22,5,0,0,450,133,39,176,0,189,,,
ERIOP,1932,85,208,11,12,0,0,594,309,25,127,0,182,,,
FLORI,1932,165,337,44,53,0,69,657,393,53,207,0,193,,,
FORES,1932,127,292,20,35,0,50,517,345,44,207,0,200,,,
GRARI,1932,101,162,12,2,0,41,486,100,18,146,0,199,,,
HUERF,1932,125,230,33,19,0,0,637,274,50,130,0,195,,,
MUHLE,1932,103,184,15,20,0,0,493,151,18,180,0,174,,,
NE,1932,130,163,12,23,0,0,904,122,160,139,0,196,,,
NW,1932,70,117,4,3,0,0,395,114,25,112,0,155,,,
PARKE,1932,113,293,38,24,0,67,365,354,28,142,0,164,,,
ROAD,1932,92,225,35,28,0,30,445,416,35,265,0,159,,,
ROBIN,1932,96,254,40,20,0,72,482,303,45,110,0,200,,,
RODEN,1932,65,208,35,22,0,29,445,308,13,245,0,171,,,
RUELA,1932,125,374,34,14,0,70,555,499,19,139,0,236,,,
SW,1932,90,185,44,10,0,29,478,158,56,151,0,202,,,
WHITE,1932,129,293,30,32,0,52,381,533,110,185,0,195,,,
18,1933,-9999,40,0,-9999,0,36,250,251,247,80,120,40,,,
BOX,1933,100,37,0,14,0,32,230,174,135,53,125,16,,,
DESGR,1933,114,45,0,20,0,31,320,253,196,66,92,59,,,
DESST,1933,78,25,0,28,0,31,273,95,252,160,72,22,,,
ERIOP,1933,83,17,0,12,0,14,254,185,172,61,115,18,,,
FLORI,1933,154,73,0,40,0,38,423,221,170,63,203,25,,,
FORES,1933,131,42,0,26,0,53,414,229,163,62,176,20,,,
GRARI,1933,79,26,0,9,0,21,283,257,235,46,88,24,,,
HUERF,1933,94,30,0,14,0,17,178,170,164,46,108,21,,,
MUHLE,1933,83,6,0,9,0,15,181,93,109,45,89,28,,,
NE,1933,97,48,0,12,0,33,200,94,187,87,85,13,,,
NW,1933,62,22,0,14,0,50,274,89,186,60,61,13,,,
PARKE,1933,120,50,0,25,0,28,234,239,238,83,145,15,,,
ROAD,1933,115,29,0,12,0,120,156,246,244,134,114,20,,,
ROBIN,1933,110,60,0,15,0,47,383,204,291,64,130,25,,,
RODEN,1933,94,37,0,13,0,73,120,220,266,51,103,21,,,
RUELA,1933,127,16,0,15,0,45,207,151,233,76,115,35,,,
SW,1933,83,35,0,11,0,55,257,181,258,207,86,26,,,
WHITE,1933,111,40,0,31,0,27,298,222,239,83,140,21,,,
18,1934,48,124,27,0,6,27,155,277,0,-9999,73,235,,,
BOX,1934,70,109,28,0,5,38,142,345,63,0,63,226,,,
DESGR,1934,70,86,67,18,14,49,132,477,67,0,71,245,,,
DESRI,1934,-9999,-9999,-9999,-9999,-9999,-9999,34,273,0,0,-9999,268,,,
DESST,1934,38,122,25,3,0,21,302,207,7,0,73,205,,,
ERIOP,1934,67,99,23,0,9,47,202,290,48,0,73,226,,,
FLORI,1934,72,115,56,4,25,42,211,679,91,1,89,302,,,
FORES,1934,84,98,51,1,7,52,185,607,90,0,84,280,,,
GRARI,1934,49,70,33,7,4,30,208,184,42,0,74,224,,,
HUERF,1934,43,118,32,9,12,36,213,282,60,0,85,233,,,
MUHLE,1934,42,82,26,0,4,17,258,332,24,0,60,218,,,
NE,1934,27,167,44,0,10,27,378,220,42,0,87,208,,,
NW,1934,36,85,21,4,0,17,226,165,13,0,56,162,,,
PARKE,1934,90,102,26,0,9,39,231,474,49,0,80,244,,,
ROAD,1934,51,70,24,0,1,50,177,377,18,0,52,227,,,
ROBIN,1934,58,118,30,0,25,0,203,333,0,0,80,260,,,
RODEN,1934,50,101,30,0,0,44,212,429,10,0,38,212,,,
RUELA,1934,26,130,35,0,15,30,213,293,0,0,81,237,,,
SW,1934,39,77,31,0,0,26,218,267,0,0,32,157,,,
WHITE,1934,70,78,31,0,1,56,181,780,26,0,63,273,,,
18,1935,178,128,147,0,9,0,221,689,83,0,216,146,,,
BOX,1935,170,126,149,0,13,0,159,645,216,0,228,153,,,
DESGR,1935,198,129,181,0,18,0,137,683,304,0,246,154,,,
DESRI,1935,169,127,187,0,5,0,134,480,182,0,199,119,,,
DESST,1935,147,167,246,0,13,0,231,425,130,0,204,107,,,
ERIOP,1935,166,130,168,0,8,0,151,587,217,0,248,130,,,
FLORI,1935,272,224,264,0,26,2,288,871,245,0,277,182,,,
FORES,1935,236,168,216,0,18,0,169,804,261,0,265,175,,,
GRARI,1935,128,113,159,0,12,0,163,712,153,0,169,129,,,
HUERF,1935,194,143,189,0,15,0,203,536,279,15,277,114,,,
MUHLE,1935,154,130,104,0,12,0,160,654,129,0,203,126,,,
NE,1935,184,140,178,0,0,0,126,453,135,0,202,113,,,
NW,1935,107,162,133,0,11,0,173,316,100,-9999,184,95,,,
PARKE,1935,212,188,178,0,8,0,181,846,198,0,238,150,,,
ROAD,1935,160,119,160,0,13,0,172,714,189,0,251,152,,,
ROBIN,1935,212,132,208,0,40,0,154,930,48,0,263,204,,,
RODEN,1935,157,121,148,0,9,0,173,812,213,0,236,142,,,
RUELA,1935,110,116,204,0,20,0,246,558,195,0,342,139,,,
SW,1935,135,113,132,0,5,0,247,622,148,0,205,140,,,
WHITE,1935,239,133,161,0,12,0,61,934,181,0,250,143,,,
18,1936,68,159,77,0,0,40,202,247,185,15,123,142,,,
45,1936,-9999,-9999,-9999,-9999,-9999,24,360,163,138,22,108,122,,,
BOX,1936,65,155,75,0,0,28,301,281,124,21,87,138,,,
DESGR,1936,59,144,95,1,0,24,323,205,203,30,109,139,,,
DESRI,1936,61,145,67,0,0,11,242,228,204,13,115,135,,,
DESST,1936,63,118,44,0,0,2,272,156,101,23,107,91,,,
ERIOP,1936,60,171,64,0,0,5,372,230,135,19,88,136,,,
FLORI,1936,89,187,149,0,0,26,356,245,260,26,196,258,,,
FORES,1936,73,161,123,0,0,19,346,230,247,24,143,172,,,
GRARI,1936,75,116,34,0,0,30,273,196,111,37,105,79,,,
HUERF,1936,69,204,69,0,0,6,252,281,178,17,91,157,,,
MUHLE,1936,64,154,56,0,0,2,535,198,188,22,107,111,,,
NE,1936,81,143,51,0,0,0,301,304,146,24,93,117,,,
NW,1936,72,87,35,0,0,0,259,172,143,11,90,61,,,
PARKE,1936,77,166,111,0,0,41,259,343,262,16,148,171,,,
ROAD,1936,67,113,68,3,0,6,404,180,277,26,115,114,,,
ROBIN,1936,73,183,99,23,0,85,235,308,252,25,183,203,,,
RODEN,1936,65,138,66,0,0,20,416,129,212,33,105,108,,,
RUELA,1936,66,191,110,0,0,38,263,243,158,15,104,157,,,
SW,1936,69,126,57,0,0,10,475,174,177,62,105,88,,,
WATRE,1936,-9999,-9999,-9999,-9999,-9999,6,392,190,251,23,113,109,,,
WHITE,1936,76,144,105,6,0,25,351,251,160,25,106,142,,,
110,1937,-9999,-9999,-9999,-9999,-9999,58,346,348,200,22,0,122,,,
111,1937,-9999,-9999,-9999,-9999,-9999,58,336,320,214,19,0,118,,,
112,1937,-9999,-9999,-9999,-9999,-9999,58,342,300,248,24,0,123,,,
113,1937,-9999,-9999,-9999,-9999,-9999,14,289,208,130,18,0,116,,,
114,1937,-9999,-9999,-9999,-9999,-9999,14,315,200,144,18,0,123,,,
115,1937,-9999,-9999,-9999,-9999,-9999,18,256,186,214,20,0,151,,,
116,1937,-9999,-9999,-9999,-9999,-9999,13,282,175,212,18,0,92,,,
117,1937,-9999,-9999,-9999,-9999,-9999,66,320,198,182,20,0,166,,,
118,1937,-9999,-9999,-9999,-9999,-9999,48,332,272,186,18,0,160,,,
119,1937,-9999,-9999,-9999,-9999,-9999,30,304,192,222,16,0,167,,,
120,1937,-9999,-9999,-9999,-9999,-9999,30,319,236,192,12,0,166,,,
121,1937,-9999,-9999,-9999,-9999,-9999,52,407,344,264,76,0,154,,,
122,1937,-9999,-9999,-9999,-9999,-9999,74,367,352,238,66,0,124,,,
123,1937,-9999,-9999,-9999,-9999,-9999,52,365,284,216,68,0,141,,,
124,1937,-9999,-9999,-9999,-9999,-9999,21,439,290,222,144,0,158,,,
125,1937,-9999,-9999,-9999,-9999,-9999,58,297,340,122,20,0,82,,,
18,1937,185,161,87,0,44,21,460,275,204,129,0,149,,,
184,1937,-9999,-9999,-9999,-9999,-9999,58,295,426,106,16,0,94,,,
45,1937,178,170,76,0,10,9,407,191,170,18,0,131,,,
BOX,1937,174,179,74,0,20,18,259,195,188,16,0,143,,,
DESGR,1937,218,163,79,5,6,17,337,295,131,38,0,129,,,
DESRI,1937,188,120,74,0,5,5,227,197,180,18,0,157,,,
DESST,1937,178,72,73,0,15,38,154,324,65,13,0,91,,,
ERIOP,1937,149,151,79,0,19,48,344,285,231,19,0,168,,,
FLORI,1937,283,221,144,6,12,31,409,589,176,60,0,160,,,
FORES,1937,223,204,110,6,7,22,367,435,149,48,0,136,,,
GRARI,1937,162,97,92,0,26,29,510,225,152,27,0,66,,,
HUERF,1937,188,169,97,0,10,11,304,260,185,66,0,168,,,
JOHNS,1937,-9999,-9999,-9999,-9999,-9999,-9999,344,318,126,79,0,140,,,
MUHLE,1937,187,150,75,0,9,85,319,224,104,17,0,139,,,
NE,1937,193,103,87,0,5,25,222,235,121,38,0,145,,,
NW,1937,168,45,56,0,3,25,201,339,82,20,0,102,,,
PARKE,1937,215,178,112,0,5,95,362,372,245,43,0,142,,,
ROAD,1937,195,179,90,0,19,17,414,260,124,19,0,111,,,
ROBIN,1937,245,177,102,0,8,52,424,369,179,102,0,165,,,
RODEN,1937,193,159,84,0,12,12,297,181,122,18,0,125,,,
RUELA,1937,217,219,94,0,36,36,473,302,147,112,0,187,,,
SW,1937,174,147,97,0,19,97,341,288,111,24,0,99,,,
WATRE,1937,185,176,75,0,18,13,385,275,144,18,0,112,,,
WHITE,1937,204,163,108,0,10,20,313,478,131,24,0,120,,,
110,1938,78,130,130,6,0,286,436,294,106,0,6,64,,,
111,1938,72,122,122,4,10,268,392,304,72,0,6,60,,,
112,1938,68,116,122,2,0,316,392,298,64,0,7,58,,,
113,1938,64,110,74,0,0,170,352,144,54,0,28,58,,,
114,1938,66,106,80,0,0,163,348,328,74,0,27,50,,,
115,1938,64,104,68,0,0,214,284,290,112,0,24,48,,,
116,1938,66,106,76,0,0,188,270,354,52,0,32,56,,,
117,1938,60,94,70,0,0,148,196,262,74,0,5,68,,,
118,1938,60,98,74,0,0,148,214,220,48,0,3,68,,,
119,1938,60,104,82,0,0,190,200,264,46,0,4,74,,,
120,1938,58,94,76,0,0,150,172,280,52,0,5,72,,,
121,1938,60,114,140,0,0,356,450,518,90,0,8,54,,,
122,1938,64,124,156,3,0,376,364,422,70,0,4,58,,,
123,1938,48,112,94,0,0,346,324,342,54,0,10,48,,,
124,1938,44,118,100,0,0,342,258,348,67,0,19,48,,,
125,1938,64,118,74,0,0,170,316,376,154,0,16,58,,,
130,1938,-9999,-9999,-9999,-9999,-9999,-9999,344,264,92,0,31,48,,,
131,1938,-9999,-9999,-9999,-9999,-9999,-9999,225,334,93,0,31,60,,,
18,1938,64,112,98,0,0,190,196,200,47,0,12,50,,,
184,1938,64,106,80,2,0,176,450,454,158,0,14,60,,,
45,1938,61,104,69,0,0,149,262,331,75,0,27,59,,,
BOX,1938,68,108,79,0,0,231,222,271,59,0,23,52,,,
DESGR,1938,76,115,110,8,16,175,473,339,158,1,17,54,,,
DESRI,1938,55,76,68,0,0,150,105,158,0,0,5,83,,,
DESST,1938,63,71,65,0,0,226,179,267,62,0,5,72,,,
ERIOP,1938,59,102,82,0,0,141,191,254,39,0,4,69,,,
FLORI,1938,95,193,216,18,20,304,414,452,209,12,15,80,,,
FORES,1938,88,155,147,13,0,261,442,409,155,0,18,69,,,
GRARI,1938,68,97,66,1,14,244,129,430,57,0,5,75,,,
HUERF,1938,58,113,84,0,0,170,116,238,58,0,5,87,,,
JOHNS,1938,53,65,93,0,14,159,277,122,67,-9999,-9999,-9999,,,
MUHLE,1938,61,89,77,0,0,178,190,244,77,0,4,72,,,
NE,1938,59,83,60,0,0,184,56,132,0,0,7,88,,,
NW,1938,63,53,43,7,0,135,136,227,23,0,6,63,,,
PARKE,1938,82,131,161,3,0,346,360,500,66,0,8,63,,,
ROAD,1938,63,110,68,0,0,205,277,212,63,0,21,59,,,
ROBIN,1938,83,130,141,1,0,357,412,469,101,0,20,57,,,
RODEN,1938,64,105,76,0,0,212,203,250,70,0,12,61,,,
RUELA,1938,60,118,108,7,0,286,228,173,46,0,25,60,,,
SW,1938,66,98,70,0,0,182,156,208,100,0,12,67,,,
WATRE,1938,64,101,79,0,0,185,315,314,81,0,16,49,,,
WHITE,1938,75,125,122,6,0,195,313,367,123,0,12,75,,,
110,1939,96,152,30,44,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
111,1939,90,140,38,42,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
112,1939,94,126,40,42,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
113,1939,62,134,30,22,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
114,1939,58,146,30,26,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
115,1939,62,132,42,54,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
116,1939,58,138,26,50,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
117,1939,76,120,32,36,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
118,1939,70,120,22,24,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
119,1939,68,98,24,46,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
120,1939,72,110,38,48,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
121,1939,58,184,40,56,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
122,1939,80,196,36,60,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
123,1939,64,184,48,42,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
124,1939,52,92,50,18,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
125,1939,56,134,30,34,0,0,-9999,-9999,-9999,-9999,-9999,-9999,,,
130,1939,65,141,29,47,0,0,274,409,160,61,95,59,,,
131,1939,71,83,19,35,0,0,253,297,156,72,89,56,,,
149,1939,-9999,-9999,-9999,-9999,-9999,-9999,160,434,170,98,94,52,,,
152,1939,-9999,-9999,-9999,-9999,-9999,-9999,282,316,148,68,108,59,,,
155,1939,-9999,-9999,-9999,-9999,-9999,-9999,246,270,88,26,20,46,,,
161,1939,-9999,-9999,-9999,-9999,-9999,-9999,283,268,154,42,26,44,,,
163,1939,-9999,-9999,-9999,-9999,-9999,-9999,261,280,152,42,36,40,,,
164,1939,-9999,-9999,-9999,-9999,-9999,-9999,228,272,72,36,46,44,,,
166,1939,-9999,-9999,-9999,-9999,-9999,-9999,264,312,178,78,94,56,,,
169,1939,-9999,-9999,-9999,-9999,-9999,-9999,236,382,248,88,134,54,,,
18,1939,68,111,54,15,0,0,223,211,218,63,109,57,,,
184,1939,-9999,-9999,-9999,-9999,-9999,-9999,202,412,226,74,114,62,,,
185,1939,-9999,-9999,-9999,-9999,-9999,-9999,254,300,200,92,102,60,,,
187,1939,-9999,-9999,-9999,-9999,-9999,-9999,264,198,172,64,34,54,,,
188,1939,-9999,-9999,-9999,-9999,-9999,-9999,335,394,168,36,26,58,,,
191,1939,-9999,-9999,-9999,-9999,-9999,-9999,122,402,154,58,86,60,,,
192,1939,-9999,-9999,-9999,-9999,-9999,-9999,90,408,154,94,116,64,,,
45,1939,61,138,27,29,0,0,268,416,156,84,93,64,,,
BOX,1939,66,113,45,63,0,0,287,302,158,74,115,65,,,
CHOLL,1939,-9999,-9999,-9999,-9999,-9999,-9999,140,502,104,56,54,50,,,
DESGR,1939,90,171,28,36,0,0,317,385,172,79,126,70,,,
DESRI,1939,86,104,22,32,0,35,122,371,146,74,67,49,,,
DESST,1939,51,107,24,37,0,28,252,275,154,38,19,39,,,
